movie_id,movie_name,year,certificate,runtime,genre,rating,description,director,director_id,star,star_id,votes,gross(in $)
tt0448157,Hancock,2008,PG-13,92 min,"Action, Drama, Fantasy",6.4,Hancock is a superhero whose ill-considered behavior regularly causes damage in the millions. He changes when the person he saves helps him improve his public image.,Peter Berg,/name/nm0000916/,"Will Smith, 
Charlize Theron, 
Jason Bateman, 
Jae Head","/name/nm0000226/,/name/nm0000234/,/name/nm0000867/,/name/nm2052567/",489021.0,227946274.0
tt0137494,Entrapment,1999,PG-13,113 min,"Action, Crime, Romance",6.3,An insurance agent is sent by her employer to track down and help capture an art thief.,Jon Amiel,/name/nm0000750/,"Sean Connery, 
Catherine Zeta-Jones, 
Ving Rhames, 
Will Patton","/name/nm0000125/,/name/nm0001876/,/name/nm0000609/,/name/nm0001599/",118209.0,87704396.0
tt1192628,Rango,2011,PG,107 min,"Animation, Action, Adventure",7.2,"Rango is an ordinary chameleon who accidentally winds up in the town of Dirt, a lawless outpost in the Wild West in desperate need of a new sheriff.",Gore Verbinski,/name/nm0893659/,"Johnny Depp, 
Isla Fisher, 
Timothy Olyphant, 
Abigail Breslin","/name/nm0000136/,/name/nm0279545/,/name/nm0648249/,/name/nm1113550/",271713.0,123477607.0
tt0076752,The Spy Who Loved Me,1977,PG,125 min,"Action, Adventure, Thriller",7.0,"James Bond investigates the hijacking of British and Russian submarines carrying nuclear warheads, with the help of a K.G.B. agent whose lover he killed.",Lewis Gilbert,/name/nm0318150/,"Roger Moore, 
Barbara Bach, 
Curd Jürgens, 
Richard Kiel","/name/nm0000549/,/name/nm0000819/,/name/nm0432007/,/name/nm0001423/",110946.0,46800000.0
tt1289401,Ghostbusters: Answer the Call,2016,PG-13,117 min,"Action, Comedy, Fantasy",6.8,"Following a ghost invasion of Manhattan, paranormal enthusiasts Erin Gilbert and Abby Yates, nuclear engineer Jillian Holtzmann, and subway worker Patty Tolan band together to stop the otherworldly threat.",Paul Feig,/name/nm0082450/,"Melissa McCarthy, 
Kristen Wiig, 
Kate McKinnon, 
Leslie Jones","/name/nm0565250/,/name/nm1325419/,/name/nm0571952/,/name/nm0428656/",234794.0,128344089.0
tt0986263,Surrogates,2009,PG-13,89 min,"Action, Sci-Fi, Thriller",6.3,"Set in a futuristic world where humans live in isolation and interact through surrogate robots, a cop is forced to leave his home for the first time in years in order to investigate the murders of others' surrogates.",Jonathan Mostow,/name/nm0609236/,"Bruce Willis, 
Radha Mitchell, 
Ving Rhames, 
Rosamund Pike","/name/nm0000246/,/name/nm0593664/,/name/nm0000609/,/name/nm0683253/",176696.0,38577772.0
tt1538403,The Mortal Instruments: City of Bones,2013,PG-13,130 min,"Action, Adventure, Fantasy",5.8,"When her mother disappears, Clary Fray learns that she descends from a line of warriors who protect our world from demons. She joins forces with others like her and heads into a dangerous alternate New York called the Shadow World.",Harald Zwart,/name/nm0958969/,"Lily Collins, 
Jamie Campbell Bower, 
Robert Sheehan, 
Jemima West","/name/nm2934314/,/name/nm2570429/,/name/nm1588066/,/name/nm0922136/",135713.0,31165421.0
tt0318649,Sahara,2005,PG-13,124 min,"Action, Adventure, Comedy",6.0,"Master explorer Dirk Pitt goes on the adventure of a lifetime of seeking out a lost Civil War battleship known as the ""Ship of Death"" in the deserts of West Africa while helping a WHO doctor being hounded by a ruthless dictator.",Breck Eisner,/name/nm0252135/,"Matthew McConaughey, 
Penélope Cruz, 
Steve Zahn, 
Mark Aspinall","/name/nm0000190/,/name/nm0004851/,/name/nm0001872/,/name/nm0039678/",99621.0,68671925.0
tt9844522,Escape Room: Tournament of Champions,2021,PG-13,88 min,"Action, Adventure, Horror",5.7,"Six people unwillingly find themselves locked in another series of escape rooms, slowly uncovering what they have in common to survive. Joining forces with two of the original survivors, they soon discover they've all played the game before.",Adam Robitel,/name/nm0733263/,"Taylor Russell, 
Logan Miller, 
Deborah Ann Woll, 
Thomas Cocquerel","/name/nm5347988/,/name/nm2383250/,/name/nm2832695/,/name/nm5710414/",47870.0,25188958.0
tt0362270,The Life Aquatic with Steve Zissou,2004,R,119 min,"Action, Adventure, Comedy",7.2,"With a plan to exact revenge on a mythical shark that killed his partner, Oceanographer Steve Zissou (Bill Murray) rallies a crew that includes his estranged wife, a journalist, and a man who may or may not be his son.",Wes Anderson,/name/nm0027572/,"Bill Murray, 
Owen Wilson, 
Anjelica Huston, 
Cate Blanchett","/name/nm0000195/,/name/nm0005562/,/name/nm0001378/,/name/nm0000949/",200609.0,24006726.0
tt0295178,Austin Powers in Goldmember,2002,PG-13,94 min,"Action, Adventure, Comedy",6.2,"Upon learning that his father has been kidnapped, Austin Powers must travel to 1975 and defeat the aptly named villain Goldmember, who is working with Dr. Evil.",Jay Roach,/name/nm0005366/,"Mike Myers, 
Beyoncé, 
Seth Green, 
Michael York","/name/nm0000196/,/name/nm0461498/,/name/nm0001293/,/name/nm0001868/",213591.0,213307889.0
tt0107206,In the Line of Fire,1993,R,128 min,"Action, Crime, Drama",7.2,"Secret Service agent Frank Horrigan couldn't save Kennedy, but he's determined not to let a clever assassin take out this president.",Wolfgang Petersen,/name/nm0000583/,"Clint Eastwood, 
John Malkovich, 
Rene Russo, 
Dylan McDermott","/name/nm0000142/,/name/nm0000518/,/name/nm0000623/,/name/nm0001518/",106529.0,102314283.0
tt1515091,Sherlock Holmes: A Game of Shadows,2011,PG-13,129 min,"Action, Adventure, Mystery",7.4,"Detective Sherlock Holmes is on the trail of criminal mastermind Professor Moriarty, who is carrying out a string of random crimes across Europe.",Guy Ritchie,/name/nm0005363/,"Robert Downey Jr., 
Jude Law, 
Jared Harris, 
Rachel McAdams","/name/nm0000375/,/name/nm0000179/,/name/nm0364813/,/name/nm1046097/",460673.0,186848418.0
tt4560436,Mile 22,2018,R,94 min,"Action, Thriller",6.1,"A small team of elite American intelligence officers, part of a top-secret tactical command unit, try to smuggle a mysterious police officer with sensitive information out of Indonesia.",Peter Berg,/name/nm0000916/,"Mark Wahlberg, 
Lauren Cohan, 
Iko Uwais, 
John Malkovich","/name/nm0000242/,/name/nm1659348/,/name/nm3299397/,/name/nm0000518/",81793.0,36108758.0
tt2631186,Baahubali: The Beginning,2015,Not Rated,159 min,"Action, Drama",8.0,"In ancient India, an adventurous and daring man becomes involved in a decades-old feud between two warring peoples.",S.S. Rajamouli,/name/nm1442514/,"Prabhas, 
Rana Daggubati, 
Anushka Shetty, 
Tamannaah Bhatia","/name/nm1659141/,/name/nm2281292/,/name/nm2011932/,/name/nm1961459/",127807.0,6738000.0
tt0102803,The Rocketeer,1991,PG,108 min,"Action, Adventure, Family",6.5,A young pilot stumbles onto a prototype jetpack that allows him to become a high-flying masked hero.,Joe Johnston,/name/nm0002653/,"Billy Campbell, 
Jennifer Connelly, 
Alan Arkin, 
Timothy Dalton","/name/nm0001004/,/name/nm0000124/,/name/nm0000273/,/name/nm0001096/",59091.0,46704056.0
tt5177088,The Girl in the Spider's Web,2018,R,115 min,"Action, Crime, Drama",6.1,"Young computer hacker Lisbeth Salander and journalist Mikael Blomkvist find themselves caught in a web of spies, cybercriminals and corrupt government officials.",Fede Alvarez,/name/nm1793079/,"Claire Foy, 
Beau Gadsdon, 
Sverrir Gudnason, 
LaKeith Stanfield","/name/nm2946516/,/name/nm7917803/,/name/nm0345695/,/name/nm3147751/",48834.0,14841338.0
tt3450958,War for the Planet of the Apes,2017,PG-13,140 min,"Action, Adventure, Drama",7.4,"After the apes suffer unimaginable losses, Caesar wrestles with his darker instincts and begins his own mythic quest to avenge his kind.",Matt Reeves,/name/nm0716257/,"Andy Serkis, 
Woody Harrelson, 
Steve Zahn, 
Karin Konoval","/name/nm0785227/,/name/nm0000437/,/name/nm0001872/,/name/nm0465269/",261959.0,146880162.0
tt0104573,Juice,1992,R,95 min,"Action, Crime, Drama",7.0,"Four inner-city teenagers get caught up in the pursuit of power and happiness, which they refer to as ""the juice"".",Ernest R. Dickerson,/name/nm0225416/,"Omar Epps, 
Tupac Shakur, 
Jermaine Hopkins, 
Khalil Kain","/name/nm0004898/,/name/nm0000637/,/name/nm0394191/,/name/nm0435074/",28065.0,20146880.0
tt2103281,Dawn of the Planet of the Apes,2014,PG-13,130 min,"Action, Adventure, Drama",7.6,The fragile peace between apes and humans is threatened as mistrust and betrayal threaten to plunge both tribes into a war for dominance over the Earth.,Matt Reeves,/name/nm0716257/,"Gary Oldman, 
Keri Russell, 
Andy Serkis, 
Kodi Smit-McPhee","/name/nm0000198/,/name/nm0005392/,/name/nm0785227/,/name/nm2240346/",446703.0,208545589.0
tt1618442,The Last Witch Hunter,2015,PG-13,106 min,"Action, Adventure, Fantasy",5.9,The last witch hunter is all that stands between humanity and the combined forces of the most horrifying witches in history.,Breck Eisner,/name/nm0252135/,"Vin Diesel, 
Rose Leslie, 
Elijah Wood, 
Ólafur Darri Ólafsson","/name/nm0004874/,/name/nm3310211/,/name/nm0000704/,/name/nm0959963/",105562.0,27367660.0
tt0373051,Journey to the Center of the Earth,2008,PG,93 min,"Action, Adventure, Family",5.8,"On a quest to find out what happened to his missing brother, a scientist, his nephew and their mountain guide discover a fantastic and dangerous lost world in the center of the earth.",Eric Brevig,/name/nm0108094/,"Brendan Fraser, 
Josh Hutcherson, 
Anita Briem, 
Seth Meyers","/name/nm0000409/,/name/nm1242688/,/name/nm1715194/,/name/nm1024878/",125178.0,101704370.0
tt0465494,Hitman,2007,R,100 min,"Action, Crime, Thriller",6.2,"A gun-for-hire known only as Agent 47 hired by a group known only as 'The Organization' is ensnared in a political conspiracy, which finds him pursued by both Interpol and the Russian military as he treks across Russia and Eastern Europe.",Xavier Gens,/name/nm1164755/,"Timothy Olyphant, 
Dougray Scott, 
Olga Kurylenko, 
Robert Knepper","/name/nm0648249/,/name/nm0779084/,/name/nm1385871/,/name/nm0460694/",172388.0,39687694.0
tt1528100,Exodus: Gods and Kings,2014,PG-13,150 min,"Action, Adventure, Drama",6.0,"The defiant leader Moses rises up against Egyptian Pharaoh Ramses II, setting six hundred thousand slaves on a monumental journey of escape from Egypt and its terrifying cycle of deadly plagues.",Ridley Scott,/name/nm0000631/,"Christian Bale, 
Joel Edgerton, 
Ben Kingsley, 
Sigourney Weaver","/name/nm0000288/,/name/nm0249291/,/name/nm0001426/,/name/nm0000244/",170931.0,65014513.0
tt1351685,Jack the Giant Slayer,2013,PG-13,114 min,"Action, Adventure, Fantasy",6.2,"The ancient war between humans and a race of giants is reignited when Jack, a young farmhand fighting for a kingdom and the love of a princess, opens a gateway between the two worlds.",Bryan Singer,/name/nm0001741/,"Nicholas Hoult, 
Stanley Tucci, 
Ewan McGregor, 
Bill Nighy","/name/nm0396558/,/name/nm0001804/,/name/nm0000191/,/name/nm0631490/",141339.0,65187603.0
tt2361317,Live by Night,2016,R,129 min,"Action, Crime, Drama",6.4,"A group of Boston-bred gangsters set up shop in balmy Florida during the Prohibition era, facing off against the competition and the Ku Klux Klan.",Ben Affleck,/name/nm0000255/,"Ben Affleck, 
Elle Fanning, 
Brendan Gleeson, 
Chris Messina","/name/nm0000255/,/name/nm1102577/,/name/nm0322407/,/name/nm0582149/",58064.0,10378555.0
tt0120667,Fantastic Four,2005,PG-13,106 min,"Action, Adventure, Fantasy",5.7,"A group of astronauts gain superpowers after a cosmic radiation exposure and must use them to oppose the plans of their enemy, Doctor Victor Von Doom.",Tim Story,/name/nm1103162/,"Ioan Gruffudd, 
Michael Chiklis, 
Chris Evans, 
Jessica Alba","/name/nm0344435/,/name/nm0004821/,/name/nm0262635/,/name/nm0004695/",333413.0,154696080.0
tt2231461,Rampage,2018,PG-13,107 min,"Action, Adventure, Sci-Fi",6.1,"When three different animals become infected with a dangerous pathogen, a primatologist and a geneticist team up to stop them from destroying Chicago.",Brad Peyton,/name/nm0679031/,"Dwayne Johnson, 
Naomie Harris, 
Malin Akerman, 
Jeffrey Dean Morgan","/name/nm0425005/,/name/nm0365140/,/name/nm0015196/,/name/nm0604742/",172009.0,101028233.0
tt0102266,The Last Boy Scout,1991,R,105 min,"Action, Comedy, Crime",7.0,"A private detective's protected female witness is murdered, prompting him and the victim's boyfriend to investigate the crime that leads to a corrupt politician and a crooked football team owner.",Tony Scott,/name/nm0001716/,"Bruce Willis, 
Damon Wayans, 
Chelsea Field, 
Noble Willingham","/name/nm0000246/,/name/nm0001834/,/name/nm0001210/,/name/nm0932244/",105716.0,59509925.0
tt1205537,Jack Ryan: Shadow Recruit,2014,PG-13,105 min,"Action, Drama, Thriller",6.2,"Jack Ryan, as a young covert C.I.A. analyst, uncovers a Russian plot to crash the U.S. economy with a terrorist attack.",Kenneth Branagh,/name/nm0000110/,"Chris Pine, 
Kevin Costner, 
Keira Knightley, 
Kenneth Branagh","/name/nm1517976/,/name/nm0000126/,/name/nm0461136/,/name/nm0000110/",134034.0,50577412.0
tt0389722,30 Days of Night,2007,R,113 min,"Action, Adventure, Horror",6.6,"After an Alaskan town is plunged into darkness for a month, it is attacked by a bloodthirsty gang of vampires.",David Slade,/name/nm1720541/,"Josh Hartnett, 
Melissa George, 
Danny Huston, 
Ben Foster","/name/nm0001326/,/name/nm0313534/,/name/nm0396812/,/name/nm0004936/",180265.0,39568996.0
tt0100502,RoboCop 2,1990,R,117 min,"Action, Crime, Sci-Fi",5.8,"RoboCop returns to protect the citizens of old Detroit but faces a deadly challenge when a rogue OCP member secretly creates a new, evil RoboCop 2.",Irvin Kershner,/name/nm0449984/,"Peter Weller, 
Nancy Allen, 
Belinda Bauer, 
Dan O'Herlihy","/name/nm0000693/,/name/nm0000262/,/name/nm0000873/,/name/nm0641397/",88208.0,45681173.0
tt3949660,Teenage Mutant Ninja Turtles: Out of the Shadows,2016,PG-13,112 min,"Action, Adventure, Comedy",5.9,"The Turtles get into another battle with their enemy the Shredder, who has acquired new allies: the mutant thugs Bebop and Rocksteady and the alien being Krang.",Dave Green,/name/nm1757777/,"Megan Fox, 
Will Arnett, 
Tyler Perry, 
Laura Linney","/name/nm1083271/,/name/nm0004715/,/name/nm1347153/,/name/nm0001473/",94930.0,82051601.0
tt0479884,Crank,2006,R,88 min,"Action, Crime, Thriller",6.9,Professional assassin Chev Chelios learns his rival has injected him with a poison that will kill him if his heart rate drops.,"Mark Neveldine, 
Brian Taylor",/name/nm0004410/,"Jason Statham, 
Amy Smart, 
Carlos Sanz, 
Jose Pablo Cantillo","/name/nm0962729/,/name/nm0005458/,/name/nm0005442/,/name/nm0764430/,/name/nm1504678/",253031.0,27829874.0
tt0426592,Superhero Movie,2008,PG-13,75 min,"Action, Comedy, Sci-Fi",4.6,"Orphaned high school student Rick Riker is bitten by a radioactive dragonfly, develops super powers (except for the ability to fly), and becomes a hero.",Craig Mazin,/name/nm0563301/,"Drake Bell, 
Leslie Nielsen, 
Sara Paxton, 
Christopher McDonald","/name/nm0068166/,/name/nm0000558/,/name/nm0668139/,/name/nm0001520/",70766.0,26638520.0
tt4334266,The Bad Batch,2016,R,118 min,"Action, Horror, Mystery",5.2,"In a desert dystopia, a young woman is kidnapped by cannibals.",Ana Lily Amirpour,/name/nm3235877/,"Suki Waterhouse, 
Jason Momoa, 
Jayda Fink, 
Keanu Reeves","/name/nm4025229/,/name/nm0597388/,/name/nm7633342/,/name/nm0000206/",32813.0,177680.0
tt3332064,Pan,2015,PG,111 min,"Action, Adventure, Comedy",5.7,"Twelve-year-old orphan Peter is spirited away to the magical world of Neverland, where he finds both fun and danger, and ultimately discovers his destiny: to become the hero who will be forever known as Peter Pan.",Joe Wright,/name/nm0942504/,"Levi Miller, 
Hugh Jackman, 
Garrett Hedlund, 
Rooney Mara","/name/nm5920962/,/name/nm0413168/,/name/nm1330560/,/name/nm1913734/",65184.0,35088320.0
tt0099371,Days of Thunder,1990,PG-13,107 min,"Action, Drama, Sport",6.1,A young hot-shot stock car driver gets his chance to compete at the top level.,Tony Scott,/name/nm0001716/,"Tom Cruise, 
Nicole Kidman, 
Robert Duvall, 
Randy Quaid","/name/nm0000129/,/name/nm0000173/,/name/nm0000380/,/name/nm0001642/",91072.0,82670733.0
tt0277296,The Scorpion King,2002,PG-13,92 min,"Action, Adventure, Fantasy",5.5,"A desert warrior rises up against the evil army that is destroying his homeland. He captures the enemy's key sorcerer, takes her deep into the desert and prepares for a final showdown.",Chuck Russell,/name/nm0751080/,"Dwayne Johnson, 
Steven Brand, 
Michael Clarke Duncan, 
Kelly Hu","/name/nm0425005/,/name/nm0104526/,/name/nm0003817/,/name/nm0005026/",140682.0,91047077.0
tt0067116,The French Connection,1971,18+,104 min,"Action, Crime, Drama",7.7,"A pair of NYPD detectives in the Narcotics Bureau stumble onto a heroin smuggling ring based in Marseilles, but stopping them and capturing their leaders proves an elusive goal.",William Friedkin,/name/nm0001243/,"Gene Hackman, 
Roy Scheider, 
Fernando Rey, 
Tony Lo Bianco","/name/nm0000432/,/name/nm0001702/,/name/nm0721073/,/name/nm0516215/",125403.0,15630710.0
tt0102059,Hot Shots!,1991,PG-13,84 min,"Action, Comedy",6.7,A parody of Top Gun (1986) in which a talented but unstable fighter pilot must overcome the ghosts of his father and save a mission sabotaged by greedy weapons manufacturers.,Jim Abrahams,/name/nm0000720/,"Charlie Sheen, 
Cary Elwes, 
Valeria Golino, 
Lloyd Bridges","/name/nm0000221/,/name/nm0000144/,/name/nm0000420/,/name/nm0000978/",110773.0,69467617.0
tt0758774,Body of Lies,2008,R,128 min,"Action, Drama, Thriller",7.0,A CIA agent on the ground in Jordan hunts down a powerful terrorist leader while being caught between the unclear intentions of his American supervisors and Jordan Intelligence.,Ridley Scott,/name/nm0000631/,"Leonardo DiCaprio, 
Russell Crowe, 
Mark Strong, 
Golshifteh Farahani","/name/nm0000138/,/name/nm0000128/,/name/nm0835016/,/name/nm0267042/",231428.0,39394666.0
tt0429493,The A-Team,2010,PG-13,117 min,"Action, Adventure, Thriller",6.7,"A group of Iraq War veterans look to clear their name with the U.S. Military, who suspect the four men of committing a crime for which they were framed.",Joe Carnahan,/name/nm0138620/,"Liam Neeson, 
Bradley Cooper, 
Sharlto Copley, 
Jessica Biel","/name/nm0000553/,/name/nm0177896/,/name/nm1663205/,/name/nm0004754/",261526.0,77222099.0
tt1628841,Independence Day: Resurgence,2016,PG-13,120 min,"Action, Adventure, Sci-Fi",5.2,"Two decades after the first Independence Day invasion, Earth is faced with a new extra-Solar threat. But will mankind's new space defenses be enough?",Roland Emmerich,/name/nm0000386/,"Liam Hemsworth, 
Jeff Goldblum, 
Bill Pullman, 
Maika Monroe","/name/nm2955013/,/name/nm0000156/,/name/nm0000597/,/name/nm2140860/",181957.0,103144286.0
tt0113855,Mortal Kombat,1995,PG-13,101 min,"Action, Adventure, Fantasy",5.8,Three unknowing martial artists are summoned to a mysterious island to compete in a tournament whose outcome will decide the fate of the world.,Paul W.S. Anderson,/name/nm0027271/,"Christopher Lambert, 
Robin Shou, 
Linden Ashby, 
Cary-Hiroyuki Tagawa","/name/nm0000483/,/name/nm0795225/,/name/nm0000798/,/name/nm0846480/",119821.0,70454098.0
tt4052882,The Shallows,2016,PG-13,86 min,"Action, Drama, Horror",6.3,"A mere 200 yards from shore, surfer Nancy is attacked by a great white shark, with her short journey to safety becoming the ultimate contest of wills.",Jaume Collet-Serra,/name/nm1429471/,"Blake Lively, 
Óscar Jaenada, 
Angelo Josue Lozano Corzo, 
Joseph Salas","/name/nm0515116/,/name/nm1049982/,/name/nm8395137/,/name/nm8238078/",135874.0,55124043.0
tt0160127,Charlie's Angels,2000,PG-13,98 min,"Action, Adventure, Comedy",5.6,"Three women, detectives with a mysterious boss, retrieve stolen voice-ID software, using martial arts, tech skills, and sex appeal.",McG,/name/nm0629334/,"Cameron Diaz, 
Drew Barrymore, 
Lucy Liu, 
Bill Murray","/name/nm0000139/,/name/nm0000106/,/name/nm0005154/,/name/nm0000195/",189528.0,125305545.0
tt1023111,Never Back Down,2008,PG-13,113 min,"Action, Drama, Sport",6.5,"A frustrated and conflicted teenager arrives at a new high school to discover an underground fight club, and meets a classmate who begins to coerce him into fighting.",Jeff Wadlow,/name/nm0905592/,"Sean Faris, 
Djimon Hounsou, 
Amber Heard, 
Cam Gigandet","/name/nm0267511/,/name/nm0005023/,/name/nm1720028/,/name/nm1544217/",103030.0,24850922.0
tt0293662,The Transporter,2002,PG-13,92 min,"Action, Crime, Thriller",6.8,"Frank Martin, who ""transports"" packages for unknown clients, is asked to move a package that soon begins moving, and complications arise.","Louis Leterrier, 
Corey Yuen",/name/nm0504642/,"Jason Statham, 
Shu Qi, 
Matt Schulze, 
François Berléand","/name/nm0477035/,/name/nm0005458/,/name/nm0795517/,/name/nm0776580/,/name/nm0075710/",307690.0,25296447.0
tt1234721,RoboCop,2014,PG-13,117 min,"Action, Crime, Sci-Fi",6.1,"In 2028 Detroit, when Alex Murphy, a loving husband, father and good cop, is critically injured in the line of duty, the multinational conglomerate OmniCorp sees their chance for a part-man, part-robot police officer.",José Padilha,/name/nm0655683/,"Joel Kinnaman, 
Gary Oldman, 
Michael Keaton, 
Abbie Cornish","/name/nm1172478/,/name/nm0000198/,/name/nm0000474/,/name/nm0180411/",231451.0,58607007.0
tt1428538,Hansel & Gretel: Witch Hunters,2013,R,88 min,"Action, Fantasy, Horror",6.1,Brother/sister duo Hansel and Gretel are professional witch-hunters who help innocent villagers. One day they stumble upon a case that could hold the key to their past.,Tommy Wirkola,/name/nm2482088/,"Jeremy Renner, 
Gemma Arterton, 
Peter Stormare, 
Famke Janssen","/name/nm0719637/,/name/nm2605345/,/name/nm0001780/,/name/nm0000463/",209366.0,55703475.0
tt0111301,Street Fighter,1994,PG-13,102 min,"Action, Adventure, Comedy",4.0,Col. Guile and various other martial arts heroes fight against the tyranny of Dictator M. Bison and his cohorts.,Steven E. de Souza,/name/nm0211823/,"Jean-Claude Van Damme, 
Raul Julia, 
Ming-Na Wen, 
Damian Chapa","/name/nm0000241/,/name/nm0000471/,/name/nm0001840/,/name/nm0152082/",72427.0,33423521.0
tt0106582,Cliffhanger,1993,R,113 min,"Action, Adventure, Thriller",6.5,A botched mid-air heist results in suitcases full of cash being searched for by various groups throughout the Rocky Mountains.,Renny Harlin,/name/nm0001317/,"Sylvester Stallone, 
John Lithgow, 
Michael Rooker, 
Janine Turner","/name/nm0000230/,/name/nm0001475/,/name/nm0740264/,/name/nm0005508/",132671.0,84049211.0
tt0462322,Grindhouse,2007,R,191 min,"Action, Horror, Thriller",7.5,Quentin Tarantino and Robert Rodriguez's homage to exploitation double features in the '60s and '70s with two back-to-back cult films that include previews of coming attractions between them.,"Robert Rodriguez, 
Eli Roth, 
Quentin Tarantino, 
Edgar Wright, 
Rob Zombie",/name/nm0001675/,"Kurt Russell, 
Rose McGowan, 
Danny Trejo, 
Zoë Bell","/name/nm0744834/,/name/nm0000233/,/name/nm0942367/,/name/nm0957772/,/name/nm0000621/,/name/nm0000535/,/name/nm0001803/,/name/nm1057928/",186310.0,25037897.0
tt0190865,Vertical Limit,2000,PG-13,124 min,"Action, Adventure, Drama",5.9,"A climber must rescue his sister on top of K2, one of the world's biggest mountains.",Martin Campbell,/name/nm0132709/,"Scott Glenn, 
Chris O'Donnell, 
Bill Paxton, 
Robin Tunney","/name/nm0001277/,/name/nm0000563/,/name/nm0000200/,/name/nm0000677/",62798.0,69243859.0
tt0479528,Rogue,2007,R,99 min,"Action, Drama, Horror",6.2,An American journalist on assignment in the Australian outback encounters a man-eating crocodile while trapped on a rapidly flooding mud island.,Greg McLean,/name/nm0572562/,"Michael Vartan, 
Radha Mitchell, 
Sam Worthington, 
Caroline Brazier","/name/nm0890232/,/name/nm0593664/,/name/nm0941777/,/name/nm1363122/",31513.0,10452.0
tt1583421,G.I. Joe: Retaliation,2013,PG-13,110 min,"Action, Adventure, Sci-Fi",5.7,The G.I. Joes are not only fighting their mortal enemy Cobra; they are forced to contend with threats from within the government that jeopardize their very existence.,Jon M. Chu,/name/nm0160840/,"Dwayne Johnson, 
Channing Tatum, 
Adrianne Palicki, 
Lee Byung-hun","/name/nm0425005/,/name/nm1475594/,/name/nm1597316/,/name/nm0496932/",183184.0,122523060.0
tt1272878,2 Guns,2013,R,109 min,"Action, Thriller",6.7,"Two hardened criminals get into trouble with the US border patrol after meeting with a Mexican drug lord, and then revelations start to unfold.",Baltasar Kormákur,/name/nm0466349/,"Denzel Washington, 
Mark Wahlberg, 
Paula Patton, 
Bill Paxton","/name/nm0000243/,/name/nm0000242/,/name/nm1745736/,/name/nm0000200/",214797.0,75612460.0
tt0351977,Walking Tall,2004,PG-13,86 min,"Action, Crime",6.2,"A former U.S. soldier returns to his hometown to find it overrun by crime and corruption, which prompts him to clean house.",Kevin Bray,/name/nm0106230/,"Dwayne Johnson, 
Ashley Scott, 
Johnny Knoxville, 
Michael Bowen","/name/nm0425005/,/name/nm1008709/,/name/nm0424216/,/name/nm0100889/",78302.0,46437717.0
tt0373074,Kung Fu Hustle,2004,R,99 min,"Action, Comedy, Fantasy",7.7,"In Shanghai, China in the 1940s, a wannabe gangster aspires to join the notorious ""Axe Gang"" while residents of a housing complex exhibit extraordinary powers in defending their turf.",Stephen Chow,/name/nm0159507/,"Stephen Chow, 
Wah Yuen, 
Qiu Yuen, 
Siu-Lung Leung","/name/nm0159507/,/name/nm0950757/,/name/nm1228408/,/name/nm0398760/",142464.0,17108591.0
tt0129167,The Iron Giant,1999,PG,86 min,"Animation, Action, Adventure",8.1,A young boy befriends a giant robot from outer space that a paranoid government agent wants to destroy.,Brad Bird,/name/nm0083348/,"Eli Marienthal, 
Harry Connick Jr., 
Jennifer Aniston, 
Vin Diesel","/name/nm0547349/,/name/nm0001065/,/name/nm0000098/,/name/nm0004874/",203571.0,23159305.0
tt0493405,CHIPS,2017,R,100 min,"Action, Comedy, Crime",6.0,An inexperienced rookie is teamed up with a hardened pro at the California Highway Patrol in Los Angeles; the newbie officer soon learns his partner is really an undercover Fed investigating a heist which may involve some crooked cops.,Dax Shepard,/name/nm1009277/,"Michael Peña, 
Dax Shepard, 
Vincent D'Onofrio, 
Rosa Salazar","/name/nm0671567/,/name/nm1009277/,/name/nm0000352/,/name/nm4023073/",48956.0,18600152.0
tt0164052,Hollow Man,2000,R,112 min,"Action, Horror, Sci-Fi",5.8,"A brilliant scientist's discovery renders him invisible, but transforms him into an omnipotent, dangerous megalomaniac.",Paul Verhoeven,/name/nm0000682/,"Kevin Bacon, 
Elisabeth Shue, 
Josh Brolin, 
Kim Dickens","/name/nm0000102/,/name/nm0000223/,/name/nm0000982/,/name/nm0225332/",133313.0,73209340.0
tt0087597,The Last Starfighter,1984,PG,101 min,"Action, Adventure, Sci-Fi",6.7,"High schooler Alex Rogan conquers the Starfighter video game, only to find out it was just a test, and is transported to another planet. He has been recruited to join a team of the best starfighters to defend their world from the attack.",Nick Castle,/name/nm0145309/,"Lance Guest, 
Robert Preston, 
Kay E. Kuter, 
Dan Mason","/name/nm0346411/,/name/nm0696481/,/name/nm0476484/,/name/nm0556660/",43496.0,28733290.0
tt0118615,Anaconda,1997,PG-13,89 min,"Action, Adventure, Horror",4.8,"A ""National Geographic"" film crew is taken hostage by an insane hunter, who forces them along on his quest to capture the world's largest - and deadliest - snake.",Luis Llosa,/name/nm0515891/,"Jon Voight, 
Jennifer Lopez, 
Eric Stoltz, 
Ice Cube","/name/nm0000685/,/name/nm0000182/,/name/nm0000655/,/name/nm0001084/",106603.0,65885767.0
tt4520364,Morgan,2016,R,92 min,"Action, Horror, Sci-Fi",5.8,A corporate risk-management consultant must decide whether or not to terminate an artificially created humanoid being.,Luke Scott,/name/nm0779524/,"Kate Mara, 
Anya Taylor-Joy, 
Rose Leslie, 
Michael Yare","/name/nm0544718/,/name/nm5896355/,/name/nm3310211/,/name/nm3307735/",44225.0,3912052.0
